"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000166451.13",508.384346680987,-0.161786061704236,0.0339409055610676,21.2126200714561,4.11049021746097e-06,9.23108795077403e-05,"CENPN","55839"
"ENSG00000137331.12",779.583236546151,0.12643480730029,0.0268442949582697,21.2104455455953,4.11515641170964e-06,9.23108795077403e-05,"IER3","8870"
"ENSG00000117569.18",121.907599381776,-0.142608468670742,0.0312283290542644,21.179761570133,4.18156899162698e-06,9.36540780093456e-05,"PTBP2","58155"
"ENSG00000166508.18",3157.62698486583,-0.161227676547787,0.0335512564024687,21.1733962526655,4.19548026075497e-06,9.38190546921399e-05,"MCM7","4176"
"ENSG00000132793.11",370.468261526509,0.187683002060803,0.0391170378409114,21.1574223886774,4.23059567093451e-06,9.44569444660051e-05,"LPIN3","64900"
"ENSG00000006432.15",414.457938753112,0.121006020162464,0.0264495450277923,21.1377523224787,4.27424194286361e-06,9.5283023342157e-05,"MAP3K9","4293"
"ENSG00000167553.15",4004.79959984848,-0.104923712478523,0.0229333241830889,21.1209398528542,4.3119054495179e-06,9.59733737785553e-05,"TUBA1C","84790"
"ENSG00000138363.15",1183.2453287946,-0.0691365161485301,0.0150987730335334,21.0898937867389,4.38233281591425e-06,9.73897032299455e-05,"ATIC","471"
"ENSG00000153029.14",243.341940035384,0.219421034829667,0.044613944517424,20.9743501399457,4.65473706736048e-06,0.00010328328347298,"MR1","3140"
"ENSG00000088726.16",71.4262801837566,0.393416586148396,0.0780892564602148,20.9567576158436,4.69767829082401e-06,0.000104055479410018,"TMEM40","55287"
"ENSG00000113108.19",66.9657664073313,0.159245710358926,0.0342592281086709,20.954158175599,4.70405683393968e-06,0.000104055479410018,"APBB3","10307"
"ENSG00000168394.11",309.227466962937,0.231127207241162,0.0469590625754888,20.9406836743643,4.73726032366963e-06,0.000104628489182558,"TAP1","6890"
"ENSG00000163655.16",834.20652227445,-0.101288019272442,0.0225806449796514,20.9216381359386,4.78459338904437e-06,0.000105511325597788,"GMPS","8833"
"ENSG00000102393.11",289.213750423394,-0.0882248632543161,0.0191200662390614,20.9132722163695,4.80553460989863e-06,0.000105810342700902,"GLA","2717"
"ENSG00000166130.15",728.005810151292,0.174276714574133,0.0367254461334563,20.9067371425289,4.82195690638176e-06,0.000106009095546129,"IKBIP","121457"
"ENSG00000162063.13",231.384503878791,-0.168054820456959,0.0359047885637485,20.8814773413802,4.88596479863766e-06,0.00010725179084789,"CCNF","899"
"ENSG00000101003.10",738.106633771414,-0.156894930558975,0.0328180551348354,20.856455461769,4.95021051467853e-06,0.000108495898344652,"GINS1","9837"
"ENSG00000030110.13",306.092602298521,0.188284448899058,0.0387275758456385,20.8399334039006,4.99309630742351e-06,0.00010921907589922,"BAK1","578"
"ENSG00000135047.15",483.275668805597,0.0746827641423286,0.0163943412831344,20.8378826935867,4.99844522044709e-06,0.00010921907589922,"CTSL","1514"
"ENSG00000144554.10",348.632189979212,-0.162306975077977,0.0353202601522458,20.8178122548501,5.0510999193476e-06,0.000110201622897912,"FANCD2","2177"
"ENSG00000164032.12",3183.26551274313,-0.142992604778418,0.0301323743796876,20.7999686550031,5.09837981599054e-06,0.00011106409769363,"H2AZ1","3015"
"ENSG00000256618.2",2664.54420429185,0.152451427942016,0.0341605495622059,20.7774123603526,5.15878302481394e-06,0.000112209401938821,NA,NA
"ENSG00000164163.11",863.884820558729,-0.176139340467541,0.0399406464455061,20.7644987720771,5.19368692052087e-06,0.000112797436846585,"ABCE1","6059"
"ENSG00000172061.8",10.5627232618851,0.321816346951942,0.0704373984566931,20.7405691954079,5.25899349066917e-06,0.000114042984410366,"LRRC15","131578"
"ENSG00000197747.9",3334.11254818291,0.0946988982756776,0.0205547555693337,20.6978571416649,5.37761488480219e-06,0.000116439171841019,"S100A10","6281"
"ENSG00000136928.7",34.6340871127158,0.475793790291863,0.0938921527223429,20.6878804483123,5.4057071958431e-06,0.000116860490231542,"GABBR2","9568"
"ENSG00000136167.14",84.5533444963308,-0.117602669007858,0.0257621393166,20.6851651554742,5.41337836708134e-06,0.000116860490231542,"LCP1","3936"
"ENSG00000111266.9",581.195760356508,0.124087366519849,0.0277720490379848,20.6520593336753,5.50779143922303e-06,0.000118719823292967,"DUSP16","80824"
"ENSG00000141441.16",153.885706535953,0.135736828585166,0.0297501405395764,20.6405060743992,5.54112724769544e-06,0.000119259035988688,"GAREM1","64762"
"ENSG00000088305.18",150.777291864416,-0.128462204270009,0.0282277693160236,20.5823898833583,5.7119126576136e-06,0.000122750458821939,"DNMT3B","1789"
"ENSG00000136492.9",1503.79034620871,-0.251571481768079,0.0529657900409169,20.5778663487065,5.72542547829844e-06,0.000122856659889117,"BRIP1","83990"
"ENSG00000119718.11",516.028929138334,0.0918112845728609,0.0205758235783547,20.5734696371385,5.73859019844194e-06,0.000122955085058994,"EIF2B2","8892"
"ENSG00000184371.14",47.5983227150048,0.402218557746432,0.0848388245542016,20.5159026116658,5.91378803947726e-06,0.000126519757847563,"CSF1","1435"
"ENSG00000163808.17",119.490470586299,-0.300923101595909,0.0646231079881824,20.4717653821937,6.05174186700842e-06,0.000129278193623992,"KIF15","56992"
"ENSG00000129116.19",402.651419752303,0.174357263122874,0.0366352482116894,20.468208539506,6.0629986634512e-06,0.00012932592684808,"PALLD","23022"
"ENSG00000175416.14",501.026235274514,0.14060366230499,0.0312232201227712,20.4459771468616,6.13383498139097e-06,0.000130642482352538,"CLTB","1212"
"ENSG00000160588.10",239.506541185258,0.115891835125785,0.0251854634824302,20.3657895354476,6.39631154138074e-06,0.000136030756133756,"MPZL3","196264"
"ENSG00000042317.17",91.6510920145062,0.189892052715636,0.0407684742640759,20.3103597488283,6.58431114187629e-06,0.000139648937244331,"SPATA7","55812"
"ENSG00000163431.13",3.2860851315024,-0.565616373770163,0.12971590706339,20.3098901669973,6.58592727620818e-06,0.000139648937244331,"LMOD1","25802"
"ENSG00000132394.11",88.774406780567,0.129397153522385,0.0283636176479671,20.3016667327889,6.61429405609872e-06,0.000140043265879053,"EEFSEC","60678"
"ENSG00000152782.16",248.558849098772,0.197110136972095,0.0413917017929713,20.2975838811679,6.6284234036405e-06,0.000140135429303515,"PANK1","53354"
"ENSG00000107338.10",145.824710447642,0.110522909240899,0.024298103720264,20.2590820241533,6.76316416053506e-06,0.000142773483176892,"SHB","6461"
"ENSG00000130517.14",394.359836960958,0.194903070729121,0.0441208671953098,20.2557259080505,6.77503867400029e-06,0.000142813829931059,"PGPEP1","54858"
"ENSG00000118922.17",19.4131608069305,-0.26445772882609,0.0594490108905922,20.2371016118892,6.84131596204411e-06,0.000143999152716505,"KLF12","11278"
"ENSG00000175879.9",5.3064518361364,-0.397813979916156,0.0910166124584444,20.1213116067782,7.26822678526585e-06,0.000152760649178887,"HOXD8","3234"
"ENSG00000100591.8",1772.07096404035,-0.0696389517805706,0.0157870312401215,20.1162985366392,7.28730201901971e-06,0.000152937316457729,"AHSA1","10598"
"ENSG00000099917.17",163.322888279622,0.244624030837181,0.0525474535273053,20.1119247722803,7.30398567648195e-06,0.000153063348957152,"MED15","51586"
"ENSG00000100647.8",521.580275296723,0.176392015007877,0.0386915522385485,20.0861768974207,7.40298074635356e-06,0.000154911424844134,"SUSD6","9766"
"ENSG00000074319.13",599.477908431957,0.0621684923093302,0.0138658894248322,20.0779858038985,7.43475529334129e-06,0.000155349536989438,"TSG101","7251"
"ENSG00000119686.10",235.717858665958,0.196074669099087,0.0449598094401829,20.0520097185873,7.5364290068532e-06,0.000157244793863514,"FLVCR2","55640"
"ENSG00000087269.16",420.254395758527,-0.0812679917588302,0.0182979949655476,20.0460769096132,7.55984590358694e-06,0.000157504115090138,"NOP14","8602"
"ENSG00000166012.17",340.144035769004,-0.123573420263156,0.0280129139482828,20.0354097853482,7.60213310580104e-06,0.00015815526261038,"TAF1D","79101"
"ENSG00000170379.20",46.0142563605002,0.139701106742467,0.0312307931231947,20.0254422684288,7.64186147196834e-06,0.000158751365708977,"TCAF2","285966"
"ENSG00000186591.13",1310.04824334074,0.120828854140612,0.0264407566981344,20.0024484762557,7.73430658187953e-06,0.000160439291671,"UBE2H","7328"
"ENSG00000237649.8",245.732707780943,-0.207628337603053,0.0440161963231127,19.9883495787493,7.79154471323234e-06,0.000161393066357619,"KIFC1","3833"
"ENSG00000144063.4",101.206143215295,0.28602708865128,0.0605528567838596,19.9775239502956,7.83578261593294e-06,0.00016207519194341,"MALL","7851"
"ENSG00000130559.19",505.871555925145,0.090763937291331,0.0202895538152947,19.9535138377769,7.9347995573477e-06,0.000163886767802625,"CAMSAP1","157922"
"ENSG00000211891.6",7.1012872049676,0.368825535036791,0.0847822257723899,19.9386370748484,7.99678013725343e-06,0.000164929275521425,"IGHE","3497"
"ENSG00000146072.6",141.306150560243,0.190525961854557,0.0428888905341391,19.9312226270994,8.02785196343382e-06,0.000165332227074512,"TNFRSF21","27242"
"ENSG00000145604.16",197.065088613117,-0.158759132747453,0.0346108363465473,19.918876523021,8.07986012679942e-06,0.000166164584013691,"SKP2","6502"
"ENSG00000097046.13",109.353784389217,-0.197818596848669,0.0435775364422778,19.9106949288059,8.11451144364983e-06,0.000166638118958849,"CDC7","8317"
"ENSG00000114019.14",571.551959276104,0.109841733981556,0.0246465502057813,19.9033109066584,8.14591288843674e-06,0.000167043655712235,"AMOTL2","51421"
"ENSG00000048162.20",256.22429762562,-0.11899787737063,0.0269713994451466,19.8960848073233,8.17676085406608e-06,0.000167436700117405,"NOP16","51491"
"ENSG00000135823.14",922.639482070097,0.0908694484772552,0.0198031570991448,19.8912418973118,8.19750067923603e-06,0.000167621932576561,"STX6","10228"
"ENSG00000161533.12",357.402567091674,0.0945131980802444,0.0209420560401018,19.8248778664822,8.48708402554228e-06,0.000173296100316415,"ACOX1","51"
"ENSG00000186994.11",35.8136924395284,0.310155789069398,0.0667446349193367,19.7457876709509,8.84564414890676e-06,0.000180344594857055,"KANK3","256949"
"ENSG00000090061.17",797.993358667083,0.137415100457281,0.0306318294669709,19.7432400368257,8.85744347560814e-06,0.000180344594857055,"CCNK","8812"
"ENSG00000170144.20",2711.72275001014,-0.088762378661812,0.0198118188939626,19.7351171289142,8.89517021052615e-06,0.000180855843684655,"HNRNPA3","220988"
"ENSG00000189120.5",39.833039470901,0.168935458148847,0.0377999794084141,19.7200364591074,8.96564050645118e-06,0.000182030440537495,"SP6","80320"
"ENSG00000176809.10",30.073536252006,0.222941937869881,0.0505971951799445,19.6825564869588,9.1432175408934e-06,0.000185373239365157,"LRRC37A3","374819"
"ENSG00000102098.19",46.8826813123062,-0.207228416971887,0.0459643852525769,19.6683562978642,9.2114155549182e-06,0.000186492133565251,"SCML2","10389"
"ENSG00000182993.5",31.3074115460813,-0.246109614469415,0.0541340824082913,19.6652928142634,9.22619512701436e-06,0.000186527899789314,"C12orf60","144608"
"ENSG00000169155.10",146.177597665703,0.0934483622657625,0.0211596950891071,19.6432030616733,9.33347282332666e-06,0.000188430985140232,"ZBTB43","23099"
"ENSG00000115875.19",884.791427171937,-0.101461257626866,0.023664764815383,19.6337526311212,9.3797500065558e-06,0.000189098926292505,"SRSF7","6432"
"ENSG00000122786.20",75.4890934600742,0.280509095241656,0.06126014134627,19.5993840586178,9.54999810864504e-06,0.000192260776529941,"CALD1","800"
"ENSG00000124570.20",346.362267522113,-0.0798693676532142,0.0179485913320645,19.5749746585145,9.6727935538044e-06,0.000194459779523467,"SERPINB6","5269"
"ENSG00000133318.14",1289.00472049213,-0.0789156053532777,0.0175885970666154,19.5628649749789,9.73430036653315e-06,0.000195422214921409,"RTN3","10313"
"ENSG00000189337.17",76.1479718021535,0.140366888085623,0.0327160414109391,19.5215771836152,9.94697413588516e-06,0.000199244620535456,"KAZN","23254"
"ENSG00000054965.10",640.368554914175,0.127601831304199,0.028139472139143,19.520516084305,9.95250092810008e-06,0.000199244620535456,"FAM168A","23201"
"ENSG00000275832.5",8.07241654409676,0.976777953184015,0.202611679114863,19.4686473836239,1.02264547430162e-05,0.000204443517833186,"ARHGAP23","57636"
"ENSG00000100612.14",533.516905617689,0.0594990477207617,0.0134130144634604,19.4572722420419,1.02875398107484e-05,0.000205378266918201,"DHRS7","51635"
"ENSG00000123219.13",110.480282351411,-0.215285370153654,0.0469643932338992,19.4004014933016,1.05984776270292e-05,0.000211291485821748,"CENPK","64105"
"ENSG00000102572.14",651.705162641848,0.0732273023945789,0.0166143893565494,19.3917071416205,1.06468381816292e-05,0.000211960803465935,"STK24","8428"
"ENSG00000079156.17",47.4593079964925,-0.170036061484282,0.0391396016777789,19.3795933706619,1.07145882140949e-05,0.000213013741277165,"OSBPL6","114880"
"ENSG00000164050.13",340.950377650254,0.175379160864078,0.0394441485944909,19.3658329018473,1.07920732461457e-05,0.000214257033116692,"PLXNB1","5364"
"ENSG00000183605.17",136.213291959733,-0.0968105709486815,0.0219931687733596,19.3592976625013,1.08290699217873e-05,0.000214694174631948,"SFXN4","119559"
"ENSG00000167904.15",274.678214986747,0.138010836108614,0.0314665271689274,19.3334769443046,1.0976493575881e-05,0.000217316379719169,"TMEM68","137695"
"ENSG00000075303.13",244.340858273781,-0.151240687268181,0.0344977536139069,19.3272617483634,1.1012279203521e-05,0.000217724151866579,"SLC25A40","55972"
"ENSG00000183655.13",52.3725230416976,0.185887313575172,0.041510621455588,19.3181022201025,1.10652312575098e-05,0.00021846973119166,"KLHL25","64410"
"ENSG00000105088.8",40.8266482966609,0.212052373592844,0.0475502622067537,19.3148905791577,1.10838585196742e-05,0.00021853648971253,"OLFM2","93145"
"ENSG00000171940.13",3097.05093945224,0.114667285177332,0.0263539521237384,19.2918437145534,1.12184554436995e-05,0.000220611440256402,"ZNF217","7764"
"ENSG00000189334.9",1482.53799081761,0.076797222774971,0.0172270730572202,19.2916015144137,1.12198786065939e-05,0.000220611440256402,"S100A14","57402"
"ENSG00000118960.13",172.002098526155,0.148275376397469,0.0328907189864043,19.2837424221183,1.12661569823085e-05,0.000221059547321522,"HS1BP3","64342"
"ENSG00000070404.10",65.7392282372385,0.150579772885105,0.0340203764293689,19.2824962680049,1.1273512563976e-05,0.000221059547321522,"FSTL3","10272"
"ENSG00000163508.13",27.8137146861789,0.263250242637247,0.0596244319214657,19.2704964473268,1.13445902853492e-05,0.000222149395013927,"EOMES","8320"
"ENSG00000111602.12",1023.75291088808,-0.137675054394935,0.0302956069583831,19.2413683719711,1.15190002331636e-05,0.000225256956810597,"TIMELESS","8914"
"ENSG00000147274.14",2242.67659525698,-0.0689565623483597,0.0157579004460725,19.2227218562755,1.16320608204962e-05,0.000227157983380098,"RBMX","27316"
"ENSG00000013573.17",424.110915660468,-0.149777985171988,0.0337675610068842,19.211114537932,1.17030022609512e-05,0.000228232427766631,"DDX11","1663"
"ENSG00000110958.16",2976.60650199361,-0.0805959310944814,0.0184464882995524,19.1643985270373,1.19929410418891e-05,0.000233569044693531,"PTGES3","10728"
"ENSG00000119888.11",2313.25456740257,-0.0706840543702204,0.0161330212801188,19.1433291612849,1.21260560053284e-05,0.000235841094681652,"EPCAM","4072"
"ENSG00000135269.18",552.75750869869,0.124072997262673,0.0285863546819178,19.1150666783874,1.23069497166639e-05,0.000239034982708211,"TES","26136"
"ENSG00000137500.9",799.833354094618,0.167600223954548,0.0368469615559697,19.087786788216,1.24841242972254e-05,0.000242077561980657,"CCDC90B","60492"
"ENSG00000139618.15",172.814421350448,-0.38510507249166,0.0873264221700012,19.0821356831606,1.25211455653142e-05,0.000242077561980657,"BRCA2","675"
"ENSG00000131470.14",92.9614611017765,-0.131407200555012,0.0295733787039627,19.080952773718,1.25289089325426e-05,0.000242077561980657,"PSMC3IP","29893"
"ENSG00000140263.14",535.259976260305,-0.115532721874258,0.025794035393685,19.0806109394907,1.25311532712186e-05,0.000242077561980657,"SORD","6652"
"ENSG00000103742.12",9.47478629857957,0.361806450907759,0.0814858069209974,19.0470418806992,1.27535316506264e-05,0.000246041887860132,"IGDCC4","57722"
"ENSG00000149809.16",389.402129439644,0.118868317088374,0.0266428861885821,19.0429580768048,1.27808538301878e-05,0.000246237579034829,"TM7SF2","7108"
"ENSG00000163950.13",273.40710284219,-0.138684216728585,0.0328729461439639,19.0367942592353,1.28222034381092e-05,0.000246702636351486,"SLBP","7884"
"ENSG00000154319.16",18.8001445975587,0.247691892202963,0.0569028071435099,19.0102383787843,1.30018938248287e-05,0.000249824592607366,"FAM167A","83648"
"ENSG00000181220.17",202.928246170979,0.126158532014629,0.0283036401529038,18.9974546513316,1.30892945018463e-05,0.000251028140167463,"ZNF746","155061"
"ENSG00000101224.17",541.7408403858,-0.14716211810938,0.0338143340520325,18.9959592383194,1.30995569167896e-05,0.000251028140167463,"CDC25B","994"
"ENSG00000082516.9",363.833621793209,-0.0934207283662189,0.0219099129210491,18.9768355074942,1.32315099695962e-05,0.000253218242862739,"GEMIN5","25929"
"ENSG00000144485.11",108.351978424072,0.235185537611872,0.0516924339094479,18.9659695540542,1.33070785153142e-05,0.000254324884584685,"HES6","55502"
"ENSG00000111445.14",536.527377702854,-0.104202501828271,0.0234667323110006,18.9195586051679,1.36347591205615e-05,0.000260240528940251,"RFC5","5985"
"ENSG00000184445.12",646.870018094865,-0.182422932430421,0.0410167727834493,18.9075183404606,1.37210843501285e-05,0.000261539924301519,"KNTC1","9735"
"ENSG00000198353.8",3.09369465590847,-0.528896346125165,0.125776150603332,18.903191601602,1.37522397087704e-05,0.000261631888580662,"HOXC4","3221"
"ENSG00000146476.11",5720.10851892387,-0.133708148807958,0.0313386761093027,18.9017807498649,1.37624141195632e-05,0.000261631888580662,"ARMT1","79624"
"ENSG00000167889.12",7.47020902365337,0.385252530178399,0.0884781848547474,18.8961072515067,1.38034051509505e-05,0.000262063588653939,"MGAT5B","146664"
"ENSG00000169213.7",54.3226073624249,0.129738895741355,0.030006986603919,18.8900975775802,1.3846958790723e-05,0.000262542734532042,"RAB3B","5865"
"ENSG00000071054.16",776.791846340608,0.0861665782943237,0.0196207975544046,18.8868204730219,1.38707669265014e-05,0.00026264672803761,"MAP4K4","9448"
"ENSG00000160714.10",649.042495005863,0.0726859537736355,0.0166103241489041,18.8644524133209,1.40343723606075e-05,0.000265394054639774,"UBE2Q1","55585"
"ENSG00000277161.2",96.5596206375199,-0.179104994929373,0.042453812043685,18.8228200494174,1.43440600225858e-05,0.000270892959636028,"PIGW","284098"
"ENSG00000151065.14",154.667656241976,0.131891434856305,0.0307647892689165,18.8002252606478,1.45149980580823e-05,0.000273760502848094,"DCP1B","196513"
"ENSG00000172115.9",1264.80179815284,-0.118931650547045,0.0270995490108703,18.7918855156496,1.45786070132242e-05,0.000274598886895605,"CYCS","54205"
"ENSG00000273802.2",15.4528547421885,0.268366825985227,0.0634686778168693,18.775695353472,1.47028931538779e-05,0.000276576470430034,"H2BC8","8339"
"ENSG00000153179.13",688.415176324843,0.0746059068237451,0.017111732017508,18.7725109497065,1.47274636511011e-05,0.000276675575327501,"RASSF3","283349"
"ENSG00000073969.18",749.854254812345,0.124583427706028,0.0296558267176172,18.7493771295786,1.490720398339e-05,0.00027968568311245,"NSF","4905"
"ENSG00000132405.19",394.373534234456,0.0997475840488815,0.0228919570644042,18.7467106898001,1.49280622345237e-05,0.000279710907280605,"TBC1D14","57533"
"ENSG00000116830.12",497.094886522185,-0.208971247171443,0.0468469700694343,18.7321322532234,1.50426215291209e-05,0.000281489473888275,"TTF2","8458"
"ENSG00000120889.13",1263.6036036647,0.139594147526343,0.0320261725654591,18.7129228185735,1.51949212383199e-05,0.00028396871059984,"TNFRSF10B","8795"
"ENSG00000213694.5",644.637781166469,0.11327208831198,0.0254526342493234,18.6937843031523,1.53481988753407e-05,0.000286157663618648,"S1PR3","1903"
"ENSG00000240891.8",33.0409554396672,0.316492441437086,0.070203573607961,18.693314944356,1.53519773491517e-05,0.000286157663618648,"PLCXD2","257068"
"ENSG00000119950.21",176.152355052299,0.10320817721565,0.0240120824646086,18.6815138326915,1.54472873789725e-05,0.000287560282195055,"MXI1","4601"
"ENSG00000175768.13",537.631522319629,-0.0996919533645374,0.0227162646334073,18.6782671524241,1.54736128284976e-05,0.000287676739667554,"TOMM5","401505"
"ENSG00000074696.13",971.284885382512,-0.0842642321702431,0.0195712416193181,18.6739137863098,1.55089824858248e-05,0.000287958444368692,"HACD3","51495"
"ENSG00000149636.15",193.758715594225,-0.13712447733801,0.0304982464954695,18.6714613339294,1.55289435954373e-05,0.000287958444368692,"DSN1","79980"
"ENSG00000139624.14",461.198602444006,0.183497839370931,0.0411766652027319,18.6631221031682,1.55970118882842e-05,0.000288846987605511,"CERS5","91012"
"ENSG00000188313.13",91.6291724672745,-0.152204241337921,0.0352377511056739,18.6530663697013,1.56794896760812e-05,0.000289999748408966,"PLSCR1","5359"
"ENSG00000183763.9",61.2630087569903,-0.166427460163731,0.0379848302482936,18.6224253072385,1.59335207515934e-05,0.000294103623345076,"TRAIP","10293"
"ENSG00000239521.8",91.97297259988,0.125407306450861,0.0292301899241285,18.6213619109184,1.59424107254865e-05,0.000294103623345076,NA,NA
"ENSG00000120549.18",422.591660774485,0.266758363616298,0.0555814482784136,18.6142436764926,1.60020474642605e-05,0.00029482435520914,"KIAA1217","56243"
"ENSG00000116473.14",382.251083019094,-0.102562180497029,0.0239458058954255,18.6063988550498,1.60680311526505e-05,0.000295660023802428,"RAP1A","5906"
"ENSG00000170522.9",228.45739700153,-0.179314605992931,0.0418611605760035,18.5984985879789,1.6134757396941e-05,0.0002965071955484,"ELOVL6","79071"
"ENSG00000106852.15",25.9834587206264,0.239220114807216,0.0556655277261617,18.5544960654367,1.65115309082992e-05,0.000303042617208144,"LHX6","26468"
"ENSG00000225614.3",41.4612956560454,0.356594425051463,0.0787641115129689,18.5486186391706,1.656252122962e-05,0.000303589743357255,"ZNF469","84627"
"ENSG00000148925.10",400.022955603962,0.131164360907321,0.0295463032064514,18.5349037428066,1.66821224936357e-05,0.000305391499136365,"BTBD10","84280"
"ENSG00000162694.14",28.7931816113597,-0.222754596273935,0.0517831011539662,18.5215212113337,1.67996615672755e-05,0.000307150955236386,"EXTL2","2135"
"ENSG00000106785.15",128.019003430936,-0.144169449846981,0.0343035189509825,18.5020871154186,1.69718344468532e-05,0.000309903534982412,"TRIM14","9830"
"ENSG00000162613.16",1010.86208575302,-0.061919617152136,0.0143686191096566,18.4910821087298,1.70701162014765e-05,0.00031130158477349,"FUBP1","8880"
"ENSG00000167536.14",50.160261908904,-0.156820749977148,0.0366285388284773,18.4301225773605,1.76249701321184e-05,0.000321011844820566,"DHRS13","147015"
"ENSG00000152240.13",180.818333973857,-0.148661851069784,0.0335786482557454,18.3864301316095,1.80337722044124e-05,0.000328040724337624,"HAUS1","115106"
"ENSG00000198729.5",15.5844757155968,0.277649745842168,0.0651284345823241,18.3835537675986,1.80610162723804e-05,0.000328119907792522,"PPP1R14C","81706"
"ENSG00000116514.16",346.088326492946,0.139219244738312,0.0324554775495018,18.3744599516996,1.81474224892619e-05,0.000328895766172268,"RNF19B","127544"
"ENSG00000198625.13",634.994639563001,0.150723153582027,0.0347030079498242,18.37422998971,1.81496128814193e-05,0.000328895766172268,"MDM4","4194"
"ENSG00000142619.4",35.1010579877243,0.191573009832499,0.0447018647432983,18.3705428414484,1.81847693245793e-05,0.000329116772094091,"PADI3","51702"
"ENSG00000117153.16",695.381109770488,0.103860120322468,0.0238895030806371,18.3676191089369,1.82126953275073e-05,0.000329206525629874,"KLHL12","59349"
"ENSG00000121966.7",60.1586938059366,0.183379929784555,0.0416623748345827,18.3616572889436,1.82697731505033e-05,0.000329822327883267,"CXCR4","7852"
"ENSG00000167703.14",131.587834908089,0.21333783290026,0.0474257419498412,18.3446446831896,1.84336399416061e-05,0.00033236200619243,"SLC43A2","124935"
"ENSG00000163191.6",3518.63770835587,0.131821346542265,0.0305647911687739,18.2749049052767,1.91209562489217e-05,0.000344321340291511,"S100A11","6282"
"ENSG00000176046.8",175.278737097368,0.566270798909774,0.115532085852083,18.2638606653414,1.92321392807826e-05,0.000345806741630657,"NUPR1","26471"
"ENSG00000196411.10",1443.48358877332,0.137999353726013,0.0314469654808149,18.2619248675034,1.92516938622341e-05,0.000345806741630657,"EPHB4","2050"
"ENSG00000144118.14",865.056243797951,0.0803767444702306,0.018955179546299,18.2365704667613,1.95096645765867e-05,0.000350001917447802,"RALB","5899"
"ENSG00000159346.13",1240.21760555521,0.0897239853748099,0.0210645542696606,18.2270596992952,1.96073259417119e-05,0.000351314262560622,"ADIPOR1","51094"
"ENSG00000143499.14",216.459715169256,-0.0786813986044202,0.0186268281855562,18.214452080693,1.97375447954818e-05,0.000353205951433753,"SMYD2","56950"
"ENSG00000227268.4",36.5105696788198,0.19249773918104,0.0447385366183529,18.2052934219239,1.983268526435e-05,0.000354465973290765,"KLLN","100144748"
"ENSG00000099814.16",484.408221355989,0.248006134687431,0.0561352053109529,18.1917330020029,1.99743981193223e-05,0.00035655420005276,"CEP170B","283638"
"ENSG00000080839.12",146.905866310332,-0.191582715230302,0.0457723859499432,18.1886667630337,2.00065825372984e-05,0.000356684520011984,"RBL1","5933"
"ENSG00000135776.5",108.187149516893,-0.107905701749353,0.0252828445092392,18.1805546112441,2.00919822530055e-05,0.000357762079024323,"ABCB10","23456"
"ENSG00000163803.13",1.89434539456981,0.895385940617206,0.204530232322546,18.1745806181245,2.0155106821946e-05,0.000358440820329744,"PLB1","151056"
"ENSG00000136153.20",280.307212531417,0.237880344693719,0.0555379447261236,18.1556294015085,2.0356677607841e-05,0.000361576972528863,"LMO7","4008"
"ENSG00000152795.17",1407.02131325661,-0.135105203210146,0.0323351736544781,18.1507721090803,2.04086664771364e-05,0.000362051763964448,"HNRNPDL","9987"
"ENSG00000167632.16",211.313169760236,0.130007803707997,0.0312976849924265,18.1366186759017,2.05609162350908e-05,0.000364301821154254,"TRAPPC9","83696"
"ENSG00000096968.13",128.490531507516,-0.155472616817519,0.037154911614573,18.1322427926125,2.06082185428487e-05,0.000364689141473078,"JAK2","3717"
"ENSG00000100949.14",141.608718891364,0.180289956571644,0.0406725654551341,18.0927877835768,2.10396859484333e-05,0.000371865423409178,"RABGGTA","5875"
"ENSG00000117318.9",404.829770185325,0.312460759748735,0.0674446955706691,18.0884195591145,2.10880100629781e-05,0.000372260512614197,"ID3","3399"
"ENSG00000080644.16",25.1051698734455,0.36170992086559,0.0781182855174571,18.0818210770028,2.11612182496099e-05,0.000373093360873195,"CHRNA3","1136"
"ENSG00000167767.14",2480.93816946277,0.153140725578597,0.0347847154546879,18.0775548233534,2.12086869137453e-05,0.000373470906906174,"KRT80","144501"
"ENSG00000171307.19",347.917967059775,0.0661618570562044,0.0155628961160572,18.06061405036,2.13982373712759e-05,0.000376346422674686,"ZDHHC16","84287"
"ENSG00000148219.16",208.494151033918,0.201240055850695,0.044471979526758,18.0422493094866,2.16056437787015e-05,0.000379528551377337,"ASTN2","23245"
"ENSG00000123607.15",62.3770497459014,-0.193942090056484,0.0459318414865614,17.9949776301547,2.21488560048432e-05,0.000388287387115567,"TTC21B","79809"
"ENSG00000137547.9",504.692131432136,-0.0860407983815836,0.0200622983794488,17.9935063540193,2.2165981277212e-05,0.000388287387115567,"MRPL15","29088"
"ENSG00000012048.23",275.452762398542,-0.231324819173934,0.0554594196560767,17.9918283698755,2.21855288159376e-05,0.000388287387115567,"BRCA1","672"
"ENSG00000117280.13",84.4171249456876,-0.116274955726397,0.0274152433825137,17.961911693322,2.25369623349333e-05,0.000393957095254797,"RAB29","8934"
"ENSG00000082701.15",808.678010673882,0.0786554756051717,0.0183342334432857,17.9255525421626,2.29716148470606e-05,0.000401065928401664,"GSK3B","2932"
