"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000170324.21",21.6096516999208,0.494069329631357,0.0722106490284372,40.9482211422228,1.56316227228148e-10,1.23792088457916e-08,"FRMPD2","143162"
"ENSG00000163918.10",207.935606194201,-0.190128080180486,0.0287925617401427,40.8502397128805,1.64353095604463e-10,1.29441608373317e-08,"RFC4","5984"
"ENSG00000163466.16",2094.55067011219,0.0863137704455605,0.0134032757080261,40.8235656535193,1.66611779301172e-10,1.30503455983771e-08,"ARPC2","10109"
"ENSG00000119514.7",251.309723061641,-0.123395384336303,0.019313676917779,40.7920284614594,1.693223809684e-10,1.31388706294838e-08,"GALNT12","79695"
"ENSG00000013810.19",368.478095429463,-0.297354151623434,0.0454482286459638,40.7891126641136,1.69575210440527e-10,1.31388706294838e-08,"TACC3","10460"
"ENSG00000156136.10",243.380175131854,-0.154314592645674,0.0240806281117765,40.6878862475257,1.78590867247092e-10,1.37630187694614e-08,"DCK","1633"
"ENSG00000164430.16",66.158166514916,-0.236109897212393,0.0371549272543072,40.5750542320245,1.89206845413883e-10,1.45031600115647e-08,"CGAS","115004"
"ENSG00000146670.10",553.34239575805,-0.252928346052603,0.0379345060559702,40.5604155947002,1.90629664387733e-10,1.45344979219881e-08,"CDCA5","113130"
"ENSG00000123473.15",257.513878099229,-0.234584308554357,0.0364523553073769,40.5235446160991,1.94261026802958e-10,1.47330029534053e-08,"STIL","6491"
"ENSG00000178538.10",40.902512475318,-0.257517439451682,0.0410541357007824,40.4718228082713,1.99472027230975e-10,1.50485896754148e-08,"CA8","767"
"ENSG00000007968.7",40.9737853937484,-0.367134166602517,0.0601917341600095,40.3971832744023,2.07239659374402e-10,1.54499275257608e-08,"E2F2","1870"
"ENSG00000186185.14",125.692933000798,-0.251120374277525,0.0384167381419648,40.3920086106766,2.07789270649109e-10,1.54499275257608e-08,"KIF18B","146909"
"ENSG00000182606.16",319.96220376551,0.132532587267013,0.0207293629920015,40.3897896744209,2.08025395037801e-10,1.54499275257608e-08,"TRAK1","22906"
"ENSG00000156471.13",738.865544452684,-0.0882563746263347,0.0139857388900862,40.2645361734936,2.21798871186971e-10,1.6387964018526e-08,"PTDSS1","9791"
"ENSG00000107731.12",87.8793096409931,0.422731665318396,0.0633110079104188,40.1266611070751,2.38018228406789e-10,1.74961706973483e-08,"UNC5B","219699"
"ENSG00000169118.18",801.176251690819,0.217095593859251,0.0338343159019948,40.0650619386839,2.45643362593839e-10,1.79645508133678e-08,"CSNK1G1","53944"
"ENSG00000183018.9",88.8568249924688,0.354799641242892,0.0569039573657614,39.8794436831843,2.70131230477684e-10,1.9655132272422e-08,"SPNS2","124976"
"ENSG00000173535.14",297.41628010798,0.217676018090122,0.0341285363702106,39.8239020677132,2.77923055028404e-10,2.01199448019048e-08,"TNFRSF10C","8794"
"ENSG00000138442.9",259.967016520131,-0.115714998655503,0.0183162234262371,39.7999399580831,2.81353752936832e-10,2.02659532391787e-08,"WDR12","55759"
"ENSG00000164985.15",598.832593719294,-0.260568329884034,0.0418422026705636,39.7848851480536,2.8353082944894e-10,2.03206545466055e-08,"PSIP1","11168"
"ENSG00000137216.19",461.221391096751,0.284170709516152,0.0433211521493452,39.7499602190724,2.88646488186988e-10,2.05843719486184e-08,"TMEM63B","55362"
"ENSG00000115616.3",172.44646606807,-0.154650532523023,0.0253589365457113,39.5264238087665,3.23650292866713e-10,2.29663529601558e-08,"SLC9A2","6549"
"ENSG00000121621.7",85.8448513815146,-0.40193599376003,0.0611934646124195,39.3880971217393,3.47408214401419e-10,2.45307849518716e-08,"KIF18A","81930"
"ENSG00000196584.3",210.085785660865,-0.228280058260866,0.0361734659064791,39.3696996389565,3.50696875844432e-10,2.46416128350691e-08,"XRCC2","7516"
"ENSG00000118640.11",740.905170068655,0.108637224479717,0.0172848576719418,39.3498335690643,3.54283062784723e-10,2.47721630339328e-08,"VAMP8","8673"
"ENSG00000144959.10",212.855661512899,0.170646493643743,0.0264200089386058,39.3361765532788,3.56769674648507e-10,2.48147743455717e-08,"NCEH1","57552"
"ENSG00000072682.18",381.054994217872,0.157731305592121,0.0246873943038955,39.3275201212725,3.58354840905075e-10,2.48147743455717e-08,"P4HA2","8974"
"ENSG00000118193.12",151.56737141905,-0.543170967311036,0.0857793524838532,39.2722090758921,3.68651203051498e-10,2.5405030502597e-08,"KIF14","9928"
"ENSG00000171206.14",226.665510884747,0.156266571971915,0.0251825469533418,39.1535579441568,3.91748712619371e-10,2.68675887401247e-08,"TRIM8","81603"
"ENSG00000119403.15",226.492431697573,-0.246531442112476,0.0383323217218616,39.1346136680894,3.95568388212622e-10,2.70003679839987e-08,"PHF19","26147"
"ENSG00000104419.15",438.871248470015,0.288785859959929,0.0491578798018045,38.9852133074448,4.27027754261725e-10,2.90095536947278e-08,"NDRG1","10397"
"ENSG00000157557.13",200.807024444479,0.175849274210853,0.0278564688675672,38.9630288660186,4.31908092041554e-10,2.92026914685077e-08,"ETS2","2114"
"ENSG00000096696.14",3978.30016701487,0.139004730713848,0.0224505269207861,38.9499540891908,4.34810514363237e-10,2.92609103891204e-08,"DSP","1832"
"ENSG00000066279.18",365.601338758789,-0.526493755501658,0.0806631638681868,38.9380323568594,4.37473992825764e-10,2.93025804353481e-08,"ASPM","259266"
"ENSG00000170537.13",111.547573554235,0.170774949257927,0.0270493770498648,38.8228230100715,4.64070090399754e-10,3.09394450036747e-08,"TMC7","79905"
"ENSG00000151136.15",41.2365586046943,0.363532911272915,0.0559487319938984,38.716463109337,4.90058217487468e-10,3.23895322540975e-08,"ABTB3","121551"
"ENSG00000069812.11",208.786332212559,0.239967548993567,0.0375728732726395,38.7153424963961,4.90339646933107e-10,3.23895322540975e-08,"HES2","54626"
"ENSG00000181788.4",468.249050127106,-0.124828790088681,0.0203669328883931,38.6878652403848,4.97291107167834e-10,3.2601631470053e-08,"SIAH2","6478"
"ENSG00000151689.13",57.4967832448029,0.376362416047862,0.0589005916209463,38.6836222658853,4.98373294828523e-10,3.2601631470053e-08,"INPP1","3628"
"ENSG00000138092.11",328.442952743422,-0.170801938848051,0.0265866442700847,38.6758028009335,5.00373860988674e-10,3.2601631470053e-08,"CENPO","79172"
"ENSG00000075131.10",81.4934299271005,-0.224078102314325,0.036795774615406,38.6133462544472,5.16644313297099e-10,3.35094098950254e-08,"TIPIN","54962"
"ENSG00000179477.11",39.1511831026689,0.631648848186028,0.0919459647790772,38.5347164518546,5.3788334590662e-10,3.4729819280295e-08,"ALOX12B","242"
"ENSG00000053372.5",315.559195503564,-0.121487488533508,0.0194716102809272,38.5253520416795,5.40470370659721e-10,3.47403690270692e-08,"MRTO4","51154"
"ENSG00000035499.13",115.841122242439,-0.280122841850364,0.0474137205754389,38.3714912512668,5.84804988037673e-10,3.74222977613036e-08,"DEPDC1B","55789"
"ENSG00000161888.11",188.991710972525,-0.304936791601929,0.046664209621268,38.3336721133236,5.96248884361789e-10,3.79850289264083e-08,"SPC24","147841"
"ENSG00000123080.12",43.2066259061632,-0.314341619438515,0.0498092555862276,38.2947743132706,6.08253118262743e-10,3.85783194565405e-08,"CDKN2C","1031"
"ENSG00000155366.16",1318.69280594566,0.171811275062017,0.027807813651458,37.9889884783192,7.11450346632496e-10,4.49247985402211e-08,"RHOC","389"
"ENSG00000134716.11",61.7509052688197,-0.178327184586364,0.029096338826189,37.8269967587465,7.73045522217281e-10,4.86001513836075e-08,"CYP2J2","1573"
"ENSG00000065328.16",216.480304202984,-0.336249449024079,0.0536034496639691,37.8045469710723,7.81992939652766e-10,4.89479772794006e-08,"MCM10","55388"
"ENSG00000089693.10",1419.4935708495,0.15834940747022,0.0254243883204741,37.6789426734746,8.34000097676995e-10,5.19763365221828e-08,"MLF2","8079"
"ENSG00000178038.17",107.847251549477,0.268521971182449,0.0429051336306705,37.5949291800084,8.70705406331823e-10,5.40289666422526e-08,"ALS2CL","259173"
"ENSG00000100522.10",1621.94412027691,-0.13672138022443,0.0228547675455371,37.4784398358498,9.24290701023218e-10,5.71068228813225e-08,"GNPNAT1","64841"
"ENSG00000188610.12",59.6811996054501,-0.381709273250742,0.0613633751989627,37.3355416140554,9.94554752272857e-10,6.11843254037731e-08,"FAM72B","653820"
"ENSG00000158402.20",88.5011686193544,-0.27487950489395,0.0444791891616646,37.274556213144,1.02614706796365e-09,6.28580857785936e-08,"CDC25C","995"
"ENSG00000127337.7",179.942457633188,-0.121650274441957,0.0200485886063847,37.2066228800643,1.06252311372903e-09,6.48093885625187e-08,"YEATS4","8089"
"ENSG00000091651.9",103.855294753719,-0.22909039973948,0.0363970760431065,37.1601211327016,1.08816492160261e-09,6.60921863824228e-08,"ORC6","23594"
"ENSG00000123213.23",432.843704891398,-0.204300210696701,0.0333847245476341,37.1027101836904,1.12067854129762e-09,6.77797730420255e-08,"NLN","57486"
"ENSG00000168918.14",82.8630014318751,0.438693105083631,0.0655084985207105,36.9603507703426,1.20555995099121e-09,7.26071274685212e-08,"INPP5D","3635"
"ENSG00000139318.8",78.2450689741638,0.288250651897517,0.0464023771271852,36.7991996683317,1.30943993751445e-09,7.85335232817242e-08,"DUSP6","1848"
"ENSG00000169684.13",110.137015459968,-0.219287853857482,0.0353668179229642,36.7040565345922,1.37493036921638e-09,8.2001517537948e-08,"CHRNA5","1138"
"ENSG00000168610.14",621.751451200417,0.152916189127729,0.0247320004817791,36.6987111862927,1.37870557601824e-09,8.2001517537948e-08,"STAT3","6774"
"ENSG00000116120.11",602.780863521536,-0.133901729883868,0.0218943982257128,36.6772540542913,1.39396463746454e-09,8.25664839397387e-08,"FARSB","10056"
"ENSG00000178585.15",198.340819406288,0.192377236071891,0.0313181045769287,36.545880080324,1.49114801393062e-09,8.79593235871668e-08,"CTNNBIP1","56998"
"ENSG00000136828.19",166.582131478707,0.207454887322482,0.0344869262203377,36.5102447391808,1.51865960902832e-09,8.92150280156224e-08,"RALGPS1","9649"
"ENSG00000177551.5",45.4300492440448,0.367617954187481,0.061000749796908,36.3924600547257,1.61326106229905e-09,9.43856492530392e-08,"NHLH2","4808"
"ENSG00000165861.14",294.885180931899,0.181953910884449,0.0292735251163122,36.2267321523469,1.75644613606279e-09,1.02345117537902e-07,"ZFYVE1","53349"
"ENSG00000123975.5",542.605003338654,-0.167064752319643,0.0264974444507547,36.0285722713906,1.94445303963649e-09,1.12841254535018e-07,"CKS2","1164"
"ENSG00000184640.18",1432.25969866136,0.183878376797982,0.0303642420982865,35.9999624676243,1.9732132974949e-09,1.14048545993112e-07,"SEPTIN9","10801"
"ENSG00000163071.11",328.27512433677,0.212936359458393,0.0340084506905973,35.9087788577698,2.06774955481416e-09,1.19032618950627e-07,"SPATA18","132671"
"ENSG00000109805.10",223.921245484586,-0.390512008725002,0.061968177604391,35.8846732826485,2.09349070205898e-09,1.20032382893254e-07,"NCAPG","64151"
"ENSG00000144452.15",239.633667350147,0.352327409573032,0.0560870633722458,35.8229666151277,2.16085574474181e-09,1.23401220100116e-07,"ABCA12","26154"
"ENSG00000161800.13",879.879284846535,-0.211928862300895,0.0347749282811211,35.8126015103701,2.17238236359484e-09,1.23567177776859e-07,"RACGAP1","29127"
"ENSG00000135924.15",299.051260691181,0.314772150280717,0.0492808223168629,35.7599069530675,2.23194098370385e-09,1.26453130673561e-07,"DNAJB2","3300"
"ENSG00000095585.16",104.140882606025,0.381748051483514,0.0591515553997699,35.7396658977433,2.25525091355372e-09,1.27270734625508e-07,"BLNK","29760"
"ENSG00000147408.14",33.5490427763318,0.316723741048866,0.052186019714407,35.5608924045101,2.4720088428158e-09,1.38955979423222e-07,"CSGALNACT1","55790"
"ENSG00000101188.5",91.8681705669773,0.480637459994401,0.074568244296894,35.4082722484331,2.67349003929049e-09,1.49694555559336e-07,"NTSR1","4923"
"ENSG00000152465.18",200.358187498559,0.122219146279931,0.0203997908416026,35.3759947230735,2.71816434154032e-09,1.51449994855496e-07,"NMT2","9397"
"ENSG00000174804.4",127.502105231847,-0.13946015631414,0.0235695870346491,35.3704074104854,2.72597311795158e-09,1.51449994855496e-07,"FZD4","8322"
"ENSG00000155115.7",416.090767555572,0.0952141152609583,0.0159228106342865,35.3163358297972,2.80271342215578e-09,1.55112332792204e-07,"GTF3C6","112495"
"ENSG00000184307.15",215.643926727679,-0.19707632980775,0.0343050110820228,35.2818206889935,2.85282594741219e-09,1.57278488962332e-07,"ZDHHC23","254887"
"ENSG00000198331.10",106.853944266801,-0.191336649289038,0.0319046157826429,35.229603833258,2.93035035484307e-09,1.60933494200462e-07,"HYLS1","219844"
"ENSG00000148411.8",573.481815317383,0.212893241905372,0.0344000758388796,35.1248037563668,3.0923674687637e-09,1.69183188157477e-07,"NACC2","138151"
"ENSG00000142731.11",235.108951848513,-0.321701436681323,0.0529710643430835,35.0240036421369,3.25665879993687e-09,1.77494095963099e-07,"PLK4","10733"
"ENSG00000103044.11",67.8836373589081,0.435009758902547,0.0685303293962948,34.7078552205802,3.83082707524502e-09,2.07996497335463e-07,"HAS3","3038"
"ENSG00000167196.14",870.452773760931,0.182077972367109,0.0306161846667737,34.6778574982595,3.89031442131768e-09,2.1042930911384e-07,"FBXO22","26263"
"ENSG00000164331.10",198.635749711924,0.196151655990036,0.0328495018538966,34.6180703383545,4.01164953600842e-09,2.16176633267461e-07,"ANKRA2","57763"
"ENSG00000085840.13",163.333828078143,-0.209501528628971,0.0350226796702395,34.5307591166627,4.19568457368404e-09,2.25246976326543e-07,"ORC1","4998"
"ENSG00000040275.17",271.579460102215,-0.293006229123376,0.05007177629102,34.3404098974298,4.62674594328405e-09,2.47461852056096e-07,"SPDL1","54908"
"ENSG00000111885.7",290.112616978912,-0.172544661355344,0.029983528766002,34.2615882605336,4.81797973451511e-09,2.56732050239924e-07,"MAN1A1","4121"
"ENSG00000162981.14",48.9053988159083,0.268622007280975,0.0469022659508476,34.2348293705192,4.88468476912416e-09,2.5932248696528e-07,"LRATD1","151354"
"ENSG00000152642.10",467.087329210518,0.104358545989414,0.0180101499143919,34.1978727266292,4.97833440099293e-09,2.63318986361006e-07,"GPD1L","23171"
"ENSG00000094804.12",310.580001800138,-0.189868177418551,0.0319585701422069,34.1709095343933,5.04779279245989e-09,2.66011256937941e-07,"CDC6","990"
"ENSG00000152137.6",1120.57940956973,0.138923990181227,0.0237236711720208,34.1060085044983,5.21898647405338e-09,2.73997507113326e-07,"HSPB8","26353"
"ENSG00000078237.7",633.000925499512,0.236080135090494,0.0399238985442189,34.0990923076511,5.23756920252905e-09,2.73997507113326e-07,"TIGAR","57103"
"ENSG00000128849.10",76.3756356348257,0.194372538453955,0.0331691991199863,34.068114450296,5.32161826273892e-09,2.7738209519309e-07,"CGNL1","84952"
"ENSG00000119640.9",78.9600979057695,-0.153474311866645,0.0264096475885708,34.0245668967742,5.44206048794654e-09,2.82632228384876e-07,"ACYP1","97"
"ENSG00000172731.14",92.090066818377,-0.1561759553776,0.026753245030107,33.9216056959112,5.73779711320935e-09,2.9674986137642e-07,"LRRC20","55222"
"ENSG00000010810.17",18.5718981295214,0.400696360564919,0.068429597504643,33.9156799467583,5.75529939044543e-09,2.9674986137642e-07,"FYN","2534"
"ENSG00000162512.16",215.093370308176,0.182258557344959,0.0311381881253628,33.8898335084144,5.83226671473412e-09,2.9964054153763e-07,"SDC3","9672"
"ENSG00000134107.5",186.195515463713,0.23103217486417,0.0379892877909634,33.855247225086,5.93687525375622e-09,3.03925606740506e-07,"BHLHE40","8553"
"ENSG00000189057.11",89.8523971999974,-0.498997632599424,0.0824320313175625,33.8001791857935,6.10732381309477e-09,3.11538717213169e-07,"FAM111B","374393"
"ENSG00000123388.4",46.4464140071196,-0.222672359818142,0.0384592706217105,33.7322125283524,6.32446931278686e-09,3.21471429537187e-07,"HOXC11","3227"
"ENSG00000131351.15",89.8476314298673,-0.137810032836718,0.0235266075536399,33.7249052923933,6.34827063327284e-09,3.21541029177855e-07,"HAUS8","93323"
"ENSG00000205978.6",467.136165875741,0.242091459818058,0.0398678726542185,33.6705627947893,6.52811362781734e-09,3.29485847680048e-07,"NYNRIN","57523"
"ENSG00000074527.12",214.088619672468,0.297378066057087,0.0480791511417309,33.5942034842676,6.78947539247712e-09,3.41474878160586e-07,"NTN4","59277"
"ENSG00000085063.16",1012.80755043294,0.122572725492926,0.0207730752974782,33.5582255165035,6.9162273597602e-09,3.46633576834975e-07,"CD59","966"
"ENSG00000135679.25",12792.3580544446,0.310614136832079,0.0543272498019827,33.4729198216459,7.22631582179754e-09,3.60912930277512e-07,"MDM2","4193"
"ENSG00000138660.12",194.302984662974,-0.230622969845927,0.0406796190724123,33.4570483220602,7.28552717243782e-09,3.62606758644874e-07,"AP1AR","55435"
"ENSG00000164574.16",842.661577313205,0.0853743602002203,0.0146578281521995,33.3635934032537,7.64416400808533e-09,3.78441682217697e-07,"GALNT10","55568"
"ENSG00000055163.20",687.873079973302,0.217737351619826,0.0355777524619709,33.3593840769122,7.66072722932462e-09,3.78441682217697e-07,"CYFIP2","26999"
"ENSG00000130449.6",147.872214606659,0.126467685455736,0.0217577164741627,33.3472514821817,7.70866899350635e-09,3.78441682217697e-07,"ZSWIM6","57688"
"ENSG00000175305.17",211.165725487111,-0.367013470310796,0.0642044272291739,33.3470946737929,7.70929058236135e-09,3.78441682217697e-07,"CCNE2","9134"
"ENSG00000121005.9",106.755359638945,-0.38185117298307,0.0638249302988843,33.3292997971901,7.78015658974078e-09,3.80616943881721e-07,"CRISPLD1","83690"
"ENSG00000118655.7",504.674240855124,-0.122966791721843,0.0208783930758369,33.2913411883259,7.93351008711514e-09,3.86799093839144e-07,"DCLRE1B","64858"
"ENSG00000136933.17",84.3612755778977,-0.137704909648419,0.0238672311677059,33.2656006104349,8.0392214626671e-09,3.90624408291085e-07,"RABEPK","10244"
"ENSG00000198924.8",112.695239692779,-0.179831268472736,0.031490197615109,33.1878160024593,8.36731761110879e-09,4.05193008910923e-07,"DCLRE1A","9937"
"ENSG00000166997.8",42.5555389091072,-0.226387967802154,0.0385937454562076,33.1761323727994,8.41774462482802e-09,4.06261704454518e-07,"CNPY4","245812"
"ENSG00000129173.13",76.1753395750488,-0.258005758138026,0.046367361384233,33.1603805770188,8.48621214989265e-09,4.06261704454518e-07,"E2F8","79733"
"ENSG00000165527.7",1445.91579228124,0.0770972116422549,0.0133838529585115,33.1576647875167,8.49807297924384e-09,4.06261704454518e-07,"ARF6","382"
"ENSG00000197451.12",2157.02407903482,-0.108171430576518,0.0188533246995051,33.1565934463852,8.50275647665379e-09,4.06261704454518e-07,"HNRNPAB","3182"
"ENSG00000076248.10",687.195878456086,-0.14915132749248,0.0261159721667291,33.0124115015768,9.15724222439388e-09,4.36079435363661e-07,"UNG","7374"
